applicability_conditions,exception_number,external_references,extraction_confidence,id,internal_references,marker_anchor,nested_exception_anchors,nested_exception_numbers,nested_structure,parent_locator,record_type,related_figures,related_tables,review_state,source_anchor
uninterpreted,,[],0.9,ibc2018:exception:22cfd2f660b09ce30eef6e01,[],"{""appendix"":null,""bbox"":[329.995,328.425,379.295,346.096],""chapter"":""4"",""line_id"":""poppler-line:8d702b3845fa7c62d26a"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":91,""printed_page"":""64""}","[{""appendix"":null,""bbox"":[342.003,346.704,552.084,359.048],""chapter"":""4"",""line_id"":""poppler-line:c3b68972154a2cbd65db"",""observed_text_sha256"":""fa0c1f89f4dd4f262644e5e586475d9cde31407758999e1f21cc327c163cc686"",""pdf_page"":91,""printed_page"":""64""},{""appendix"":null,""bbox"":[342.002,383.058,551.984,395.402],""chapter"":""4"",""line_id"":""poppler-line:23a26d10f82dd1b8a32c"",""observed_text_sha256"":""a40ccb127a108d601d97d1cdc7f236355cd7e317f7bc0b15af61f7eddfc7c8f6"",""pdf_page"":91,""printed_page"":""64""},{""appendix"":null,""bbox"":[342.003,408.4,551.614,420.744],""chapter"":""4"",""line_id"":""poppler-line:e845d71d328e4e03356a"",""observed_text_sha256"":""350fff03217da7f554810cdd732aa9a4ede3d849f59b66afa8b31a3848df5eea"",""pdf_page"":91,""printed_page"":""64""}]","[""1"",""2"",""3""]",numbered,406.2.4,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.995,328.425,379.295,346.096],""chapter"":""4"",""line_id"":""poppler-line:8d702b3845fa7c62d26a"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":91,""printed_page"":""64""}"
uninterpreted,,[],0.9,ibc2018:exception:91fc17d8b8c5606970c07e9a,[],"{""appendix"":null,""bbox"":[95.958,207.479,306.112,225.15],""chapter"":""4"",""line_id"":""poppler-line:0b2b5853dff5a1f1d49d"",""observed_text_sha256"":""37ec91f9bb2feb53afeb00beb5b0b06b54d95458eba4348e1242fdd72376de78"",""pdf_page"":92,""printed_page"":""65""}",[],[],single,406.2.9.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[95.958,207.479,306.112,225.15],""chapter"":""4"",""line_id"":""poppler-line:0b2b5853dff5a1f1d49d"",""observed_text_sha256"":""37ec91f9bb2feb53afeb00beb5b0b06b54d95458eba4348e1242fdd72376de78"",""pdf_page"":92,""printed_page"":""65""}"
uninterpreted,,[],0.9,ibc2018:exception:f47e74da0c9bbdf9b9602ce8,[],"{""appendix"":null,""bbox"":[107.965,325.117,305.541,342.788],""chapter"":""4"",""line_id"":""poppler-line:345d3f9b01f6176cfa22"",""observed_text_sha256"":""3546e72b13e2fa4942a88c624a9dd292d40ea69b41b266fd2aa6af98ee723ded"",""pdf_page"":92,""printed_page"":""65""}",[],[],single,406.2.9.1.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[107.965,325.117,305.541,342.788],""chapter"":""4"",""line_id"":""poppler-line:345d3f9b01f6176cfa22"",""observed_text_sha256"":""3546e72b13e2fa4942a88c624a9dd292d40ea69b41b266fd2aa6af98ee723ded"",""pdf_page"":92,""printed_page"":""65""}"
uninterpreted,,[],0.9,ibc2018:exception:81465181df5c5ab711110f0a,[],"{""appendix"":null,""bbox"":[95.957,464.888,305.69,482.559],""chapter"":""4"",""line_id"":""poppler-line:5c89e35d2fdd5b8ed8fd"",""observed_text_sha256"":""4b86d8f48e805363426319c142498cb8ee984398008bbeba9349ed62ff0f3243"",""pdf_page"":92,""printed_page"":""65""}",[],[],single,406.2.9.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[95.957,464.888,305.69,482.559],""chapter"":""4"",""line_id"":""poppler-line:5c89e35d2fdd5b8ed8fd"",""observed_text_sha256"":""4b86d8f48e805363426319c142498cb8ee984398008bbeba9349ed62ff0f3243"",""pdf_page"":92,""printed_page"":""65""}"
uninterpreted,,[],0.9,ibc2018:exception:22e1ac01058827c215dde8d8,[],"{""appendix"":null,""bbox"":[95.957,549.713,305.691,567.384],""chapter"":""4"",""line_id"":""poppler-line:4c6829912e27a857c166"",""observed_text_sha256"":""4b86d8f48e805363426319c142498cb8ee984398008bbeba9349ed62ff0f3243"",""pdf_page"":92,""printed_page"":""65""}",[],[],single,406.2.9.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[95.957,549.713,305.691,567.384],""chapter"":""4"",""line_id"":""poppler-line:4c6829912e27a857c166"",""observed_text_sha256"":""4b86d8f48e805363426319c142498cb8ee984398008bbeba9349ed62ff0f3243"",""pdf_page"":92,""printed_page"":""65""}"
uninterpreted,,[],0.9,ibc2018:exception:7a0e2ae3367b9a5a670caf55,[],"{""appendix"":null,""bbox"":[350.017,672.52,571.739,690.19],""chapter"":""4"",""line_id"":""poppler-line:ba673deb2b1f18d0edc6"",""observed_text_sha256"":""b01f31da8995a3b0c56f2a1323795e8a417e6f38b6a9b18df7511a73fedbd7d0"",""pdf_page"":92,""printed_page"":""65""}",[],[],single,406.4.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[350.017,672.52,571.739,690.19],""chapter"":""4"",""line_id"":""poppler-line:ba673deb2b1f18d0edc6"",""observed_text_sha256"":""b01f31da8995a3b0c56f2a1323795e8a417e6f38b6a9b18df7511a73fedbd7d0"",""pdf_page"":92,""printed_page"":""65""}"
uninterpreted,,[],0.9,ibc2018:exception:c0c47783eccf6f0249bdd9e9,[],"{""appendix"":null,""bbox"":[64.056,285.333,286.161,303.003],""chapter"":""4"",""line_id"":""poppler-line:86e109fe7c6a1e1edd5a"",""observed_text_sha256"":""a699f1d00c8bea15cdff7c7f20c4bfe472f397483003109260912de39a62faee"",""pdf_page"":93,""printed_page"":""66""}",[],[],single,406.5.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[64.056,285.333,286.161,303.003],""chapter"":""4"",""line_id"":""poppler-line:86e109fe7c6a1e1edd5a"",""observed_text_sha256"":""a699f1d00c8bea15cdff7c7f20c4bfe472f397483003109260912de39a62faee"",""pdf_page"":93,""printed_page"":""66""}"
uninterpreted,,[],0.9,ibc2018:exception:d2e0130cc55e68a3f759ecc2,[],"{""appendix"":null,""bbox"":[76.063,567.752,285.628,585.423],""chapter"":""4"",""line_id"":""poppler-line:ad75b488e6c0d7a6f4e0"",""observed_text_sha256"":""5598b5de0351b998c5c66614d8406683b8409e24ea2a4cdbdc093c0238e0a0b8"",""pdf_page"":93,""printed_page"":""66""}",[],[],single,406.5.4.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.063,567.752,285.628,585.423],""chapter"":""4"",""line_id"":""poppler-line:ad75b488e6c0d7a6f4e0"",""observed_text_sha256"":""5598b5de0351b998c5c66614d8406683b8409e24ea2a4cdbdc093c0238e0a0b8"",""pdf_page"":93,""printed_page"":""66""}"
uninterpreted,,[],0.9,ibc2018:exception:4b54c6ea681dfd9426afb427,[],"{""appendix"":null,""bbox"":[83.958,632.658,129.316,650.328],""chapter"":""4"",""line_id"":""poppler-line:d336db38f2bb90e3acc8"",""observed_text_sha256"":""ee327964a14f18f5837411b8ac926b5e106730d381dd5102c07154fe33e9e46f"",""pdf_page"":94,""printed_page"":""67""}",[],[],single,406.6.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[83.958,632.658,129.316,650.328],""chapter"":""4"",""line_id"":""poppler-line:d336db38f2bb90e3acc8"",""observed_text_sha256"":""ee327964a14f18f5837411b8ac926b5e106730d381dd5102c07154fe33e9e46f"",""pdf_page"":94,""printed_page"":""67""}"
uninterpreted,,[],0.9,ibc2018:exception:b6fc17c0df09603012e6c37b,[],"{""appendix"":null,""bbox"":[349.983,189.552,399.338,207.222],""chapter"":""4"",""line_id"":""poppler-line:e4e3693f19be0e3f229b"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":96,""printed_page"":""69""}","[{""appendix"":null,""bbox"":[361.99,208.55,571.706,220.894],""chapter"":""4"",""line_id"":""poppler-line:115e62d6b47f5452669c"",""observed_text_sha256"":""3725f4a303391d68e0b0118b09c464fb6ead498b2dde50474803f937ee715bd8"",""pdf_page"":96,""printed_page"":""69""},{""appendix"":null,""bbox"":[361.99,234.723,571.853,247.067],""chapter"":""4"",""line_id"":""poppler-line:f793451068357dd5904a"",""observed_text_sha256"":""49abe940edaede0e8f921a3bc2b05be1d207828284630a3830d0ea8b294fd864"",""pdf_page"":96,""printed_page"":""69""}]","[""1"",""2""]",numbered,407.4.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[349.983,189.552,399.338,207.222],""chapter"":""4"",""line_id"":""poppler-line:e4e3693f19be0e3f229b"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":96,""printed_page"":""69""}"
uninterpreted,,[],0.9,ibc2018:exception:4f0e7ba2501c615db91d18a3,[],"{""appendix"":null,""bbox"":[361.99,316.098,411.345,333.769],""chapter"":""4"",""line_id"":""poppler-line:2ba4f5b623a2353810f3"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":96,""printed_page"":""69""}","[{""appendix"":null,""bbox"":[373.997,335.097,571.552,347.441],""chapter"":""4"",""line_id"":""poppler-line:990f55e395f63c7191b0"",""observed_text_sha256"":""6f00fe6343a8ce771120a7cc6ad83bc46b741463291d7c9db91cab32aa9ca98e"",""pdf_page"":96,""printed_page"":""69""},{""appendix"":null,""bbox"":[373.997,361.269,571.798,373.613],""chapter"":""4"",""line_id"":""poppler-line:27c5e0612d29399701ee"",""observed_text_sha256"":""3ac6c9402c9419bd254c18ccb0c207c3ac0ae66530bd0002df55f07477b31719"",""pdf_page"":96,""printed_page"":""69""}]","[""1"",""2""]",numbered,407.4.1.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[361.99,316.098,411.345,333.769],""chapter"":""4"",""line_id"":""poppler-line:2ba4f5b623a2353810f3"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":96,""printed_page"":""69""}"
uninterpreted,,[],0.9,ibc2018:exception:16b7133bcb61f3a0708592ca,[],"{""appendix"":null,""bbox"":[354.058,160.108,551.739,177.779],""chapter"":""4"",""line_id"":""poppler-line:6a0b2e3b05b09c5a4cf2"",""observed_text_sha256"":""8bf3b1a88579f411a55954890c5d67cfac94ffad9b3c6f9162b455f57d5d6af3"",""pdf_page"":97,""printed_page"":""70""}",[],[],single,407.4.4.6.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[354.058,160.108,551.739,177.779],""chapter"":""4"",""line_id"":""poppler-line:6a0b2e3b05b09c5a4cf2"",""observed_text_sha256"":""8bf3b1a88579f411a55954890c5d67cfac94ffad9b3c6f9162b455f57d5d6af3"",""pdf_page"":97,""printed_page"":""70""}"
uninterpreted,,[],0.9,ibc2018:exception:27e67fdf436d16c0077c3059,[],"{""appendix"":null,""bbox"":[76.057,215.724,286.142,233.395],""chapter"":""4"",""line_id"":""poppler-line:c5d11474598d8490161c"",""observed_text_sha256"":""0bcf9ba05075bea205695492118cc7e1013e8e98ce5485b94f39649df2f7e916"",""pdf_page"":97,""printed_page"":""70""}",[],[],single,407.4.4.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[76.057,215.724,286.142,233.395],""chapter"":""4"",""line_id"":""poppler-line:c5d11474598d8490161c"",""observed_text_sha256"":""0bcf9ba05075bea205695492118cc7e1013e8e98ce5485b94f39649df2f7e916"",""pdf_page"":97,""printed_page"":""70""}"
uninterpreted,,[],0.9,ibc2018:exception:0f3d970aee0c83abb730115f,[],"{""appendix"":null,""bbox"":[330.052,425.059,379.352,442.729],""chapter"":""4"",""line_id"":""poppler-line:538fa7f6341098d9e861"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":97,""printed_page"":""70""}","[{""appendix"":null,""bbox"":[342.004,445.772,551.816,458.116],""chapter"":""4"",""line_id"":""poppler-line:c154fcb77076e5fe88fa"",""observed_text_sha256"":""57f59ed616f7b56b0ea19766982dac6d3f5acbc2616dadba968ec0e65d62ba79"",""pdf_page"":97,""printed_page"":""70""},{""appendix"":null,""bbox"":[342.016,528.319,551.828,540.663],""chapter"":""4"",""line_id"":""poppler-line:869f9fc81ab61963510a"",""observed_text_sha256"":""1dc849e56b2f11657fe3e12d1a6881449bff586234d5ba73dbfb983ecd0bf932"",""pdf_page"":97,""printed_page"":""70""}]","[""1"",""2""]",numbered,407.5.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[330.052,425.059,379.352,442.729],""chapter"":""4"",""line_id"":""poppler-line:538fa7f6341098d9e861"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":97,""printed_page"":""70""}"
uninterpreted,,[],0.9,ibc2018:exception:6d9b043b88e2450cb6464386,[],"{""appendix"":null,""bbox"":[88.125,586.193,285.806,603.864],""chapter"":""4"",""line_id"":""poppler-line:d9440cf627f94c69201b"",""observed_text_sha256"":""c884ff89f73a046e35c344a9eddabefa6b41cb6454ade8a373e6895663dddabc"",""pdf_page"":97,""printed_page"":""70""}",[],[],single,407.4.4.5.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[88.125,586.193,285.806,603.864],""chapter"":""4"",""line_id"":""poppler-line:d9440cf627f94c69201b"",""observed_text_sha256"":""c884ff89f73a046e35c344a9eddabefa6b41cb6454ade8a373e6895663dddabc"",""pdf_page"":97,""printed_page"":""70""}"
uninterpreted,,[],0.9,ibc2018:exception:cbe19eca53e53bcbdb3866c2,[],"{""appendix"":null,""bbox"":[338.006,307.369,572.284,326.91],""chapter"":""4"",""line_id"":""poppler-line:63b84ab4f5f398a579ac"",""observed_text_sha256"":""e03f28a09ece94f7a1905426208548b24aac05696ff4c6b8a86899f49b00d4a1"",""pdf_page"":98,""printed_page"":""71""}",[],[],single,408.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[338.006,307.369,572.284,326.91],""chapter"":""4"",""line_id"":""poppler-line:63b84ab4f5f398a579ac"",""observed_text_sha256"":""e03f28a09ece94f7a1905426208548b24aac05696ff4c6b8a86899f49b00d4a1"",""pdf_page"":98,""printed_page"":""71""}"
uninterpreted,,[],0.9,ibc2018:exception:0f63a01414aa8e681c86d947,[],"{""appendix"":null,""bbox"":[71.98,459.703,121.224,479.244],""chapter"":""4"",""line_id"":""poppler-line:bb2ce0a2975c7f6b2e33"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":98,""printed_page"":""71""}","[{""appendix"":null,""bbox"":[83.877,479.838,305.973,492.649],""chapter"":""4"",""line_id"":""poppler-line:f9465e65022eb7a34ccd"",""observed_text_sha256"":""d5db0699d8f010f4675cfa99cc1250aae0b6e43a97ad195766b34f1f870f9f47"",""pdf_page"":98,""printed_page"":""71""},{""appendix"":null,""bbox"":[83.877,549.945,305.973,562.756],""chapter"":""4"",""line_id"":""poppler-line:1cfa96ec29382a66d78c"",""observed_text_sha256"":""e11cc77ab225f66be22e6be6f5b39779b72ab517a0145f0dff964b7b13335b3c"",""pdf_page"":98,""printed_page"":""71""}]","[""1"",""2""]",numbered,407.9,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[71.98,459.703,121.224,479.244],""chapter"":""4"",""line_id"":""poppler-line:bb2ce0a2975c7f6b2e33"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":98,""printed_page"":""71""}"
uninterpreted,,[],0.9,ibc2018:exception:0e59f2db34377b3ce886e0c8,[],"{""appendix"":null,""bbox"":[329.995,73.166,379.294,88.602],""chapter"":""4"",""line_id"":""poppler-line:7338ef53821e3ebd5b50"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":99,""printed_page"":""72""}","[{""appendix"":null,""bbox"":[341.947,90.421,551.81,102.765],""chapter"":""4"",""line_id"":""poppler-line:85e052e1bbe7611effcc"",""observed_text_sha256"":""8c54e01660c8ef75d09567b48d41f05e733ca5ddb2c3a1930c9a61d1dcc45212"",""pdf_page"":99,""printed_page"":""72""},{""appendix"":null,""bbox"":[341.947,127.384,552.048,139.728],""chapter"":""4"",""line_id"":""poppler-line:ec6a0f9c03d305aeb3bb"",""observed_text_sha256"":""e60b25b1a35dff2a4302d95359d7d0cddaab931f4f0f1c1cd7e81941d94dc00d"",""pdf_page"":99,""printed_page"":""72""}]","[""1"",""2""]",numbered,408.3.7,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.995,73.166,379.294,88.602],""chapter"":""4"",""line_id"":""poppler-line:7338ef53821e3ebd5b50"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":99,""printed_page"":""72""}"
uninterpreted,,[],0.9,ibc2018:exception:f930c72c644412c9e688f7c2,[],"{""appendix"":null,""bbox"":[317.993,596.45,551.618,611.886],""chapter"":""4"",""line_id"":""poppler-line:d3e888c7cf11b06e9ec8"",""observed_text_sha256"":""8df314af83ebd9c03a06086f0072facfda4500fb7bb9ec90a84d294bcda3f042"",""pdf_page"":99,""printed_page"":""72""}","[{""appendix"":null,""bbox"":[330.0,646.342,397.102,659.153],""chapter"":""4"",""line_id"":""poppler-line:1dc58f8308c987a69518"",""observed_text_sha256"":""3e903a6f61455157b870edf6fef53089401ced2493cf205f799bda77f62c36c5"",""pdf_page"":99,""printed_page"":""72""},{""appendix"":null,""bbox"":[330.0,661.679,552.029,674.023],""chapter"":""4"",""line_id"":""poppler-line:1167c78347892283893e"",""observed_text_sha256"":""7204ce575d4d432a134a8e58291b4974b3c7476862211893865393cfbf3cdcc6"",""pdf_page"":99,""printed_page"":""72""},{""appendix"":null,""bbox"":[330.0,698.3,551.734,711.111],""chapter"":""4"",""line_id"":""poppler-line:fb6425f96666dc066170"",""observed_text_sha256"":""2d3adab3af92f11705d72bf18975a895de64a95c1cb80b8e6d44524d76d29730"",""pdf_page"":99,""printed_page"":""72""}]","[""1"",""2"",""3""]",numbered,408.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[317.993,596.45,551.618,611.886],""chapter"":""4"",""line_id"":""poppler-line:d3e888c7cf11b06e9ec8"",""observed_text_sha256"":""8df314af83ebd9c03a06086f0072facfda4500fb7bb9ec90a84d294bcda3f042"",""pdf_page"":99,""printed_page"":""72""}"
uninterpreted,,[],0.9,ibc2018:exception:663b1b832cc95cb2143d7751,[],"{""appendix"":null,""bbox"":[64.121,604.64,285.626,620.076],""chapter"":""4"",""line_id"":""poppler-line:7ac627b9381a918d1749"",""observed_text_sha256"":""a8dfa162cc79fbf4529dc738534cc66b9db214ae33a8f7d659f0bd995ef07177"",""pdf_page"":99,""printed_page"":""72""}",[],[],single,408.4.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[64.121,604.64,285.626,620.076],""chapter"":""4"",""line_id"":""poppler-line:7ac627b9381a918d1749"",""observed_text_sha256"":""a8dfa162cc79fbf4529dc738534cc66b9db214ae33a8f7d659f0bd995ef07177"",""pdf_page"":99,""printed_page"":""72""}"
uninterpreted,,[],0.9,ibc2018:exception:25262a3292a6da6eb4d1417c,[],"{""appendix"":null,""bbox"":[329.942,108.396,551.858,126.119],""chapter"":""4"",""line_id"":""poppler-line:dc49fd81781aa1f88d96"",""observed_text_sha256"":""868403081a536de8accfe28070a1b7dbd37fdc131a8887b545545a37cb52d5a6"",""pdf_page"":101,""printed_page"":""74""}","[{""appendix"":null,""bbox"":[341.949,160.19,551.928,172.533],""chapter"":""4"",""line_id"":""poppler-line:d06f34bcae3b96b50658"",""observed_text_sha256"":""b45c8cf49e8b40eadee55845b49a6a8c3f9284cc8f8454a6f9e1bc6ba97586d8"",""pdf_page"":101,""printed_page"":""74""},{""appendix"":null,""bbox"":[341.949,208.219,551.689,220.562],""chapter"":""4"",""line_id"":""poppler-line:8f86698a90f69bc9b3cb"",""observed_text_sha256"":""bbdb275ff56da70823ffa89f6b2ff993ff96826be677f12987d66375399c1adf"",""pdf_page"":101,""printed_page"":""74""},{""appendix"":null,""bbox"":[341.948,278.215,552.131,290.558],""chapter"":""4"",""line_id"":""poppler-line:dc510c77fbc24022a47f"",""observed_text_sha256"":""2e1700f73fc0467cc1879e14913871117c232c92bc13d84ab63fa3bb296c975e"",""pdf_page"":101,""printed_page"":""74""}]","[""1"",""2"",""3""]",numbered,410.2.1,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.942,108.396,551.858,126.119],""chapter"":""4"",""line_id"":""poppler-line:dc49fd81781aa1f88d96"",""observed_text_sha256"":""868403081a536de8accfe28070a1b7dbd37fdc131a8887b545545a37cb52d5a6"",""pdf_page"":101,""printed_page"":""74""}"
uninterpreted,,[],0.9,ibc2018:exception:a31e88a814562a5e4326d2dc,[],"{""appendix"":null,""bbox"":[329.942,504.857,551.71,522.579],""chapter"":""4"",""line_id"":""poppler-line:704a788c4a631f04065c"",""observed_text_sha256"":""8366024d05c3cb72d04bdd7f6875f5a7ad54ad44ffd57defade4e3df32013be4"",""pdf_page"":101,""printed_page"":""74""}",[],[],single,410.2.2,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[329.942,504.857,551.71,522.579],""chapter"":""4"",""line_id"":""poppler-line:704a788c4a631f04065c"",""observed_text_sha256"":""8366024d05c3cb72d04bdd7f6875f5a7ad54ad44ffd57defade4e3df32013be4"",""pdf_page"":101,""printed_page"":""74""}"
uninterpreted,,[],0.9,ibc2018:exception:0b5c551ef2933f3023f10f55,[],"{""appendix"":null,""bbox"":[362.036,664.711,571.96,682.434],""chapter"":""4"",""line_id"":""poppler-line:9e3c0af915946c877bc1"",""observed_text_sha256"":""f3a8dd12158d98eeed832e33e97144bb01d2ad1ae863da3fe6d291115e508a53"",""pdf_page"":102,""printed_page"":""75""}",[],[],single,410.5.3.3,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[362.036,664.711,571.96,682.434],""chapter"":""4"",""line_id"":""poppler-line:9e3c0af915946c877bc1"",""observed_text_sha256"":""f3a8dd12158d98eeed832e33e97144bb01d2ad1ae863da3fe6d291115e508a53"",""pdf_page"":102,""printed_page"":""75""}"
uninterpreted,,[],0.9,ibc2018:exception:c04bc696a7f749ab6288929a,[],"{""appendix"":null,""bbox"":[317.979,98.793,551.861,116.516],""chapter"":""4"",""line_id"":""poppler-line:13726c7136e6628f8581"",""observed_text_sha256"":""9155e23ee851a56f75d008f021735a70ef201f03efb5c2ffe283788bbbe2a6fa"",""pdf_page"":103,""printed_page"":""76""}",[],[],single,410.5.3.4,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[317.979,98.793,551.861,116.516],""chapter"":""4"",""line_id"":""poppler-line:13726c7136e6628f8581"",""observed_text_sha256"":""9155e23ee851a56f75d008f021735a70ef201f03efb5c2ffe283788bbbe2a6fa"",""pdf_page"":103,""printed_page"":""76""}"
uninterpreted,,[],0.9,ibc2018:exception:bd3873ac2a4ed5f02fceebd8,[],"{""appendix"":null,""bbox"":[52.091,265.762,101.391,283.485],""chapter"":""4"",""line_id"":""poppler-line:96fb725bad219e3df1a7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":103,""printed_page"":""76""}","[{""appendix"":null,""bbox"":[63.987,285.02,285.569,297.364],""chapter"":""4"",""line_id"":""poppler-line:0d883ffa74785f365e20"",""observed_text_sha256"":""8245e2278846d6c9a25d3827b96284a01fd67b8e38d83bee9cc8bdf6c1f48754"",""pdf_page"":103,""printed_page"":""76""},{""appendix"":null,""bbox"":[64.011,355.246,285.836,367.59],""chapter"":""4"",""line_id"":""poppler-line:15635960dbf77e0914df"",""observed_text_sha256"":""804bdd5f6bd1f827383d08d0654bab7e7f418c309132f580f614ca940a3b118d"",""pdf_page"":103,""printed_page"":""76""},{""appendix"":null,""bbox"":[64.0,425.591,286.15,437.935],""chapter"":""4"",""line_id"":""poppler-line:7886ccb2da643fabab21"",""observed_text_sha256"":""8e593c6f8575b0c58306e8251927994d5fcb82abeb1b15c9ac6fd64e8b7f1efb"",""pdf_page"":103,""printed_page"":""76""}]","[""1"",""2"",""3""]",numbered,410.6,exception_block,[],[],provisional,"{""appendix"":null,""bbox"":[52.091,265.762,101.391,283.485],""chapter"":""4"",""line_id"":""poppler-line:96fb725bad219e3df1a7"",""observed_text_sha256"":""62d9955a550cf7cc88e2b2f7449afb582b94801a3b1a33492bb3f52d5be9cb49"",""pdf_page"":103,""printed_page"":""76""}"
